request_id,opened_at,closed_at,status,category,channel,district,hours_to_close,duration_note
101004551348,2026-08-03T01:48:00.000,2026-08-03T05:52:58.000,Closed,Encampment,Mobile,6,4.082777777777777,Recorded
101004551357,2026-08-03T02:08:34.000,2026-08-03T11:41:41.000,Closed,Street and Sidewalk Cleaning,Phone,5,9.551944444444445,Recorded
101004551358,2026-08-03T02:08:34.000,2026-08-04T08:51:03.000,Closed,Graffiti Public,Mobile,7,30.708055555555557,Recorded
101004551367,2026-08-03T02:33:05.000,2026-08-03T06:31:22.000,Closed,Noise,Mobile,6,3.971388888888889,Recorded
101004551368,2026-08-03T02:34:22.000,2026-08-04T01:27:35.000,Closed,Street and Sidewalk Cleaning,Mobile,8,22.886944444444445,Recorded
101004551374,2026-08-03T02:46:23.000,2026-08-03T09:21:10.000,Closed,Litter Receptacle Maintenance,Integrated Agency,9,6.579722222222222,Recorded
101004551377,2026-08-03T02:54:15.000,2026-08-03T04:49:06.000,Closed,General Request,Phone,8,1.9141666666666666,Recorded
101004551384,2026-08-03T03:36:38.000,2026-08-03T05:52:13.000,Closed,Street and Sidewalk Cleaning,Integrated Agency,9,2.2597222222222224,Recorded
101004551390,2026-08-03T04:01:03.000,2026-08-03T11:19:04.000,Closed,General Request,Phone,2,7.300277777777778,Recorded
101004551393,2026-08-03T04:04:52.000,2026-08-05T19:29:37.000,Closed,Muni Employee Feedback,Phone,5,63.4125,Recorded
101004551396,2026-08-03T04:08:42.000,2026-08-18T02:02:20.000,Closed,MTA Parking Traffic Signs Normal Priority,Web,1,357.8938888888889,Recorded
101004551397,2026-08-03T04:09:01.000,2026-08-03T09:16:40.000,Closed,Street and Sidewalk Cleaning,Phone,6,5.1275,Recorded
101004551406,2026-08-03T04:18:47.000,2026-08-03T06:37:36.000,Closed,Street and Sidewalk Cleaning,Mobile,7,2.3136111111111113,Recorded
101004551409,2026-08-03T04:21:45.000,2026-08-03T06:35:53.000,Closed,Street and Sidewalk Cleaning,Mobile,7,2.2355555555555555,Recorded
101004551410,2026-08-03T04:22:58.000,2026-08-03T06:17:45.000,Closed,Street and Sidewalk Cleaning,Web,9,1.9130555555555555,Recorded
101004551411,2026-08-03T04:23:51.000,2026-08-03T06:21:11.000,Closed,Street and Sidewalk Cleaning,Web,9,1.9555555555555555,Recorded
101004551412,2026-08-03T04:23:55.000,2026-08-04T01:26:01.000,Closed,Street and Sidewalk Cleaning,Web,9,21.035,Recorded
101004551423,2026-08-03T04:36:35.000,2026-08-04T10:03:14.000,Closed,Street and Sidewalk Cleaning,Mobile,7,29.444166666666668,Recorded
101004551433,2026-08-03T04:57:58.000,2026-08-03T06:09:45.000,Closed,Street and Sidewalk Cleaning,Integrated Agency,5,1.196388888888889,Recorded
101004551439,2026-08-03T05:07:22.000,2026-08-03T08:42:41.000,Closed,Street and Sidewalk Cleaning,Mobile,1,3.588611111111111,Recorded
101004551442,2026-08-03T05:08:37.000,2026-08-03T11:42:37.000,Closed,Street and Sidewalk Cleaning,Mobile,1,6.566666666666666,Recorded
101004551443,2026-08-03T05:09:48.000,2026-08-03T06:26:43.000,Closed,Street and Sidewalk Cleaning,Phone,2,1.2819444444444446,Recorded
101004551447,2026-08-03T05:11:15.000,2026-08-03T09:43:52.000,Closed,Parking Enforcement,Web,2,4.543611111111111,Recorded
101004551448,2026-08-03T05:11:25.000,2026-08-03T07:03:33.000,Closed,Street and Sidewalk Cleaning,Mobile,9,1.8688888888888888,Recorded
101004551449,2026-08-03T05:13:00.000,2026-08-03T07:07:47.000,Closed,Street and Sidewalk Cleaning,Mobile,9,1.9130555555555555,Recorded
101004551451,2026-08-03T05:16:41.000,2026-08-03T05:35:30.000,Closed,Graffiti Public,Mobile,1,0.3136111111111111,Recorded
101004551458,2026-08-03T05:24:58.000,2026-08-17T12:00:33.000,Closed,Damage Property,Phone,5,342.59305555555557,Recorded
101004551461,2026-08-03T05:26:24.000,2026-08-03T06:52:54.000,Closed,Street and Sidewalk Cleaning,Integrated Agency,9,1.4416666666666667,Recorded
101004551465,2026-08-03T05:29:53.000,2026-08-03T14:41:19.000,Closed,Noise,Web,6,9.190555555555555,Recorded
101004551467,2026-08-03T05:32:28.000,2026-08-03T09:14:24.000,Closed,Parking Enforcement,Phone,4,3.698888888888889,Recorded
101004551469,2026-08-03T05:32:43.000,2026-08-03T06:52:35.000,Closed,Street and Sidewalk Cleaning,Mobile,11,1.3311111111111111,Recorded
101004551470,2026-08-03T05:34:28.000,2026-08-03T08:47:02.000,Closed,Parking Enforcement,Mobile,7,3.2094444444444443,Recorded
101004551472,2026-08-03T05:35:22.000,2026-08-03T18:42:15.000,Closed,Muni Service Feedback,Phone,6,13.114722222222222,Recorded
101004551474,2026-08-03T05:36:25.000,2026-08-03T05:47:35.000,Closed,Street and Sidewalk Cleaning,Integrated Agency,9,0.18611111111111112,Recorded
101004551483,2026-08-03T05:41:19.000,2026-08-04T01:00:00.000,Closed,Noise,Mobile,6,19.31138888888889,Recorded
101004551484,2026-08-03T05:41:44.000,2026-08-04T06:31:08.000,Closed,Noise,Web,6,24.823333333333334,Recorded
101004551489,2026-08-03T05:45:35.000,2026-08-03T06:37:04.000,Closed,Street and Sidewalk Cleaning,Phone,3,0.8580555555555556,Recorded
101004551491,2026-08-03T05:45:57.000,2026-08-03T15:37:38.000,Closed,Parking Enforcement,Web,8,9.86138888888889,Recorded
101004551492,2026-08-03T05:46:41.000,2026-08-03T08:44:35.000,Closed,Street and Sidewalk Cleaning,Phone,3,2.965,Recorded
101004551494,2026-08-03T05:47:23.000,2026-08-03T14:14:23.000,Closed,Street and Sidewalk Cleaning,Phone,6,8.45,Recorded
101004551497,2026-08-03T05:49:30.000,2026-08-03T06:21:11.000,Closed,Street and Sidewalk Cleaning,Phone,9,0.5280555555555555,Recorded
101004551501,2026-08-03T05:51:23.000,2026-08-03T06:16:19.000,Closed,Sidewalk and Curb,Mobile,6,0.41555555555555557,Recorded
101004551502,2026-08-03T05:51:57.000,2026-08-04T13:00:24.000,Closed,Street and Sidewalk Cleaning,Web,3,31.140833333333333,Recorded
101004551503,2026-08-03T05:52:10.000,2026-08-04T15:43:05.000,Closed,Streetlights,Mobile,6,33.84861111111111,Recorded
101004551507,2026-08-03T05:53:52.000,2026-08-03T09:43:14.000,Closed,Parking Enforcement,Mobile,2,3.8227777777777776,Recorded
101004551511,2026-08-03T05:57:37.000,2026-08-03T08:03:04.000,Closed,Street and Sidewalk Cleaning,Mobile,6,2.0908333333333333,Recorded
101004551516,2026-08-03T06:00:08.000,2026-08-03T09:02:27.000,Closed,Parking Enforcement,Mobile,8,3.038611111111111,Recorded
101004551517,2026-08-03T06:00:31.000,2026-08-10T11:20:22.000,Closed,General Request,Phone,7,173.33083333333335,Recorded
101004551518,2026-08-03T06:02:51.000,2026-08-05T12:30:23.000,Closed,Street and Sidewalk Cleaning,Web,2,54.458888888888886,Recorded
101004551519,2026-08-03T06:02:55.000,2026-08-03T06:48:14.000,Closed,Street and Sidewalk Cleaning,Web,2,0.7552777777777778,Recorded
101004551526,2026-08-03T06:05:00.000,2026-08-03T08:45:52.000,Closed,Parking Enforcement,Phone,10,2.681111111111111,Recorded
101004551527,2026-08-03T06:05:20.000,2026-08-03T09:12:14.000,Closed,Street and Sidewalk Cleaning,Web,6,3.115,Recorded
101004551533,2026-08-03T06:09:43.000,2026-08-03T10:26:55.000,Closed,Street and Sidewalk Cleaning,Mobile,5,4.286666666666667,Recorded
101004551538,2026-08-03T06:12:12.000,2026-08-03T09:29:46.000,Closed,Street and Sidewalk Cleaning,Mobile,9,3.292777777777778,Recorded
101004551541,2026-08-03T06:12:52.000,2026-08-04T10:23:20.000,Closed,Street and Sidewalk Cleaning,Web,5,28.174444444444443,Recorded
101004551546,2026-08-03T06:15:24.000,2026-08-04T10:57:07.000,Closed,Encampment,Mobile,3,28.69527777777778,Recorded
101004551547,2026-08-03T06:16:51.000,2026-08-03T10:16:40.000,Closed,Street and Sidewalk Cleaning,Web,10,3.9969444444444444,Recorded
101004551548,2026-08-03T06:16:55.000,,Open,Tree Maintenance,Web,10,,No closure recorded
101004551549,2026-08-03T06:16:45.000,2026-08-04T06:31:09.000,Closed,Noise,Mobile,6,24.24,Recorded
101004551552,2026-08-03T06:17:37.000,2026-08-03T08:33:50.000,Closed,Parking Enforcement,Web,5,2.270277777777778,Recorded
101004551559,2026-08-03T06:23:55.000,2026-08-03T08:39:59.000,Closed,Parking Enforcement,Mobile,9,2.267777777777778,Recorded
101004551562,2026-08-03T06:25:20.000,2026-08-03T09:22:15.000,Closed,Street and Sidewalk Cleaning,Mobile,1,2.948611111111111,Recorded
101004551563,2026-08-03T06:25:53.000,2026-08-03T14:02:14.000,Closed,Street and Sidewalk Cleaning,Web,6,7.605833333333333,Recorded
101004551564,2026-08-03T06:26:07.000,2026-08-03T12:40:25.000,Closed,Parking Enforcement,Phone,9,6.238333333333333,Recorded
101004551568,2026-08-03T06:26:44.000,2026-08-03T09:02:27.000,Closed,Street and Sidewalk Cleaning,Mobile,5,2.5952777777777776,Recorded
101004551569,2026-08-03T06:27:17.000,2026-08-17T18:38:41.000,Closed,Muni Employee Feedback,Phone,1,348.19,Recorded
101004551571,2026-08-03T06:27:37.000,2026-08-04T06:31:09.000,Closed,Noise,Phone,6,24.058888888888887,Recorded
101004551572,2026-08-03T06:27:36.000,2026-08-03T08:58:18.000,Closed,Street and Sidewalk Cleaning,Mobile,8,2.5116666666666667,Recorded
101004551573,2026-08-03T06:27:52.000,2026-08-03T06:55:55.000,Closed,Street and Sidewalk Cleaning,Web,2,0.4675,Recorded
101004551576,2026-08-03T06:30:22.000,2026-08-03T08:25:00.000,Closed,Parking Enforcement,Mobile,6,1.9105555555555556,Recorded
101004551578,2026-08-03T06:30:51.000,2026-08-03T08:02:55.000,Closed,Street and Sidewalk Cleaning,Web,10,1.5344444444444445,Recorded
101004551580,2026-08-03T06:31:22.000,2026-08-04T10:44:00.000,Closed,General Request,Mobile,6,28.210555555555555,Recorded
101004551581,2026-08-03T06:31:32.000,2026-08-03T09:15:22.000,Closed,Street and Sidewalk Cleaning,Mobile,8,2.7305555555555556,Recorded
101004551582,2026-08-03T06:31:51.000,2026-08-03T08:03:31.000,Closed,Street and Sidewalk Cleaning,Web,10,1.5277777777777777,Recorded
101004551584,2026-08-03T06:31:50.000,2026-08-03T09:19:26.000,Closed,Street and Sidewalk Cleaning,Mobile,6,2.7933333333333334,Recorded
101004551585,2026-08-03T06:32:06.000,2026-08-04T06:31:09.000,Closed,Noise,Phone,9,23.984166666666667,Recorded
101004551589,2026-08-03T06:33:37.000,2026-08-04T09:06:22.000,Closed,RPD General,Mobile,1,26.545833333333334,Recorded
101004551591,2026-08-03T06:34:24.000,2026-08-03T07:43:48.000,Closed,Street and Sidewalk Cleaning,Mobile,1,1.1566666666666667,Recorded
101004551592,2026-08-03T06:34:40.000,2026-08-10T12:09:11.000,Closed,Parking Enforcement,Web,10,173.57527777777779,Recorded
101004551594,2026-08-03T06:36:15.000,2026-08-03T10:58:25.000,Closed,Parking Enforcement,Web,10,4.3694444444444445,Recorded
101004551595,2026-08-03T06:36:55.000,2026-08-03T07:50:45.000,Closed,Street and Sidewalk Cleaning,Mobile,1,1.2305555555555556,Recorded
101004551596,2026-08-03T06:37:08.000,2026-08-03T13:08:06.000,Closed,Parking Enforcement,Web,1,6.516111111111111,Recorded
101004551597,2026-08-03T06:37:51.000,2026-08-03T08:15:05.000,Closed,Street and Sidewalk Cleaning,Mobile,2,1.6205555555555555,Recorded
101004551598,2026-08-03T06:38:19.000,2026-08-03T12:22:24.000,Closed,Parking Enforcement,Web,1,5.7347222222222225,Recorded
101004551600,2026-08-03T06:38:58.000,2026-08-03T06:54:25.000,Closed,Street and Sidewalk Cleaning,Web,9,0.2575,Recorded
101004551601,2026-08-03T06:39:19.000,2026-08-04T06:31:09.000,Closed,Noise,Mobile,6,23.863888888888887,Recorded
101004551602,2026-08-03T06:40:51.000,2026-08-04T10:48:22.000,Closed,Street and Sidewalk Cleaning,Web,8,28.12527777777778,Recorded
101004551603,2026-08-03T06:41:50.000,2026-08-03T08:39:41.000,Closed,Street and Sidewalk Cleaning,Web,8,1.9641666666666666,Recorded
101004551604,2026-08-03T06:41:51.000,2026-08-03T11:26:16.000,Closed,Street and Sidewalk Cleaning,Web,8,4.740277777777778,Recorded
101004551605,2026-08-03T06:41:56.000,2026-08-03T07:35:48.000,Closed,Street and Sidewalk Cleaning,Web,6,0.8977777777777778,Recorded
101004551606,2026-08-03T06:41:56.000,2026-08-03T14:44:09.000,Closed,Street and Sidewalk Cleaning,Web,6,8.036944444444444,Recorded
101004551609,2026-08-03T06:43:51.000,2026-08-03T07:22:14.000,Closed,Street and Sidewalk Cleaning,Web,5,0.6397222222222222,Recorded
101004551611,2026-08-03T06:43:48.000,2026-08-03T09:34:44.000,Closed,Street and Sidewalk Cleaning,Mobile,3,2.848888888888889,Recorded
101004551613,2026-08-03T06:44:51.000,2026-08-03T11:24:17.000,Closed,Street and Sidewalk Cleaning,Web,9,4.657222222222222,Recorded
101004551617,2026-08-03T06:45:52.000,2026-08-03T08:59:01.000,Closed,Street and Sidewalk Cleaning,Web,3,2.2191666666666667,Recorded
101004551618,2026-08-03T06:46:01.000,2026-08-03T08:56:16.000,Closed,Parking Enforcement,Mobile,3,2.1708333333333334,Recorded
101004551619,2026-08-03T06:46:17.000,2026-08-03T08:03:13.000,Closed,Street and Sidewalk Cleaning,Web,6,1.2822222222222222,Recorded
101004551620,2026-08-03T06:46:16.000,2026-08-03T09:16:46.000,Closed,Street and Sidewalk Cleaning,Mobile,5,2.5083333333333333,Recorded
101004551621,2026-08-03T06:46:38.000,2026-08-03T09:20:32.000,Closed,Street and Sidewalk Cleaning,Mobile,9,2.565,Recorded
101004551622,2026-08-03T06:46:50.000,2026-08-03T09:16:36.000,Closed,Street and Sidewalk Cleaning,Phone,11,2.496111111111111,Recorded
101004551623,2026-08-03T06:46:46.000,2026-08-03T09:16:53.000,Closed,Street and Sidewalk Cleaning,Mobile,2,2.5019444444444443,Recorded
101004551626,2026-08-03T06:47:01.000,2026-08-03T09:00:01.000,Closed,Parking Enforcement,Mobile,8,2.216666666666667,Recorded
101004551628,2026-08-03T06:47:31.000,2026-08-03T09:32:38.000,Closed,Street and Sidewalk Cleaning,Mobile,8,2.7519444444444443,Recorded
101004551629,2026-08-03T06:47:44.000,2026-08-03T09:04:18.000,Closed,Street and Sidewalk Cleaning,Mobile,9,2.276111111111111,Recorded
101004551630,2026-08-03T06:47:53.000,2026-08-05T10:13:12.000,Closed,Street and Sidewalk Cleaning,Mobile,6,51.42194444444444,Recorded
101004551632,2026-08-03T06:48:50.000,2026-08-04T01:00:00.000,Closed,Graffiti Private,Mobile,8,18.18611111111111,Recorded
101004551634,2026-08-03T06:49:02.000,2026-08-03T13:04:52.000,Closed,Noise,Phone,10,6.263888888888889,Recorded
101004551635,2026-08-03T06:49:19.000,2026-08-17T12:00:28.000,Closed,Graffiti Public,Mobile,9,341.18583333333333,Recorded
101004551640,2026-08-03T06:50:51.000,2026-08-03T09:10:08.000,Closed,Street and Sidewalk Cleaning,Web,9,2.321388888888889,Recorded
101004551641,2026-08-03T06:50:52.000,2026-08-03T09:21:54.000,Closed,Street and Sidewalk Cleaning,Web,9,2.5172222222222222,Recorded
101004551643,2026-08-03T06:51:51.000,2026-08-03T18:45:14.000,Closed,Graffiti Private,Web,6,11.889722222222222,Recorded
101004551644,2026-08-03T06:52:50.000,2026-08-03T07:47:56.000,Closed,Street and Sidewalk Cleaning,Web,10,0.9183333333333333,Recorded
101004551645,2026-08-03T06:52:51.000,2026-08-03T10:59:57.000,Closed,Street and Sidewalk Cleaning,Web,10,4.118333333333333,Recorded
101004551646,2026-08-03T06:53:59.000,2026-08-03T08:36:05.000,Closed,Street and Sidewalk Cleaning,Mobile,8,1.7016666666666667,Recorded
101004551647,2026-08-03T06:54:51.000,2026-08-04T10:40:55.000,Closed,Street and Sidewalk Cleaning,Web,5,27.767777777777777,Recorded
101004551648,2026-08-03T06:54:52.000,2026-08-03T13:39:47.000,Closed,Parking Enforcement,Web,9,6.748611111111111,Recorded
101004551649,2026-08-03T06:55:11.000,2026-08-03T08:44:38.000,Closed,Street and Sidewalk Cleaning,Mobile,9,1.8241666666666667,Recorded
101004551650,2026-08-03T06:55:32.000,2026-08-04T06:31:09.000,Closed,Noise,Mobile,6,23.593611111111112,Recorded
101004551651,2026-08-03T06:55:29.000,2026-08-03T12:28:39.000,Closed,Street and Sidewalk Cleaning,Mobile,10,5.552777777777778,Recorded
101004551652,2026-08-03T06:55:51.000,2026-08-03T10:28:13.000,Closed,Street and Sidewalk Cleaning,Web,10,3.5394444444444444,Recorded
101004551653,2026-08-03T06:56:05.000,2026-08-09T12:07:06.000,Closed,Encampment,Web,1,149.1836111111111,Recorded
101004551660,2026-08-03T06:56:52.000,2026-08-03T09:01:09.000,Closed,Parking Enforcement,Web,10,2.071388888888889,Recorded
101004551661,2026-08-03T06:57:07.000,2026-08-03T09:31:56.000,Closed,Parking Enforcement,Mobile,11,2.580277777777778,Recorded
101004551662,2026-08-03T06:57:39.000,2026-08-03T12:25:46.000,Closed,Street and Sidewalk Cleaning,Mobile,9,5.4686111111111115,Recorded
101004551665,2026-08-03T06:58:41.000,,Open,Street and Sidewalk Cleaning,Mobile,9,,No closure recorded
101004551667,2026-08-03T06:59:25.000,2026-08-03T11:03:15.000,Closed,General Request,Web,1,4.063888888888889,Recorded
101004551672,2026-08-03T07:00:53.000,2026-08-24T11:21:08.000,Closed,Street and Sidewalk Cleaning,Mobile,9,508.3375,Recorded
101004551673,2026-08-03T07:01:10.000,2026-08-03T09:24:37.000,Closed,Litter Receptacle Maintenance,Mobile,6,2.390833333333333,Recorded
101004551675,2026-08-03T07:02:00.000,2026-08-03T09:31:06.000,Closed,Street and Sidewalk Cleaning,Mobile,2,2.485,Recorded
101004551682,2026-08-03T07:03:04.000,2026-08-03T16:55:45.000,Closed,General Request,Web,3,9.878055555555555,Recorded
101004551683,2026-08-03T07:03:04.000,2026-08-03T09:12:29.000,Closed,Street and Sidewalk Cleaning,Web,5,2.1569444444444446,Recorded
101004551685,2026-08-03T07:03:05.000,2026-08-04T10:35:36.000,Closed,Street and Sidewalk Cleaning,Web,5,27.541944444444443,Recorded
101004551686,2026-08-03T07:03:05.000,2026-08-03T13:39:33.000,Closed,Parking Enforcement,Web,9,6.607777777777778,Recorded
101004551692,2026-08-03T07:03:51.000,2026-08-03T09:00:42.000,Closed,Street and Sidewalk Cleaning,Web,9,1.9475,Recorded
101004551695,2026-08-03T07:04:50.000,2026-08-03T09:17:03.000,Closed,Street and Sidewalk Cleaning,Web,5,2.203611111111111,Recorded
101004551696,2026-08-03T07:04:51.000,2026-08-03T10:14:53.000,Closed,Street and Sidewalk Cleaning,Web,10,3.167222222222222,Recorded
101004551697,2026-08-03T07:04:51.000,2026-08-04T10:15:56.000,Closed,Street and Sidewalk Cleaning,Web,5,27.184722222222224,Recorded
101004551698,2026-08-03T07:04:54.000,2026-08-03T12:59:07.000,Closed,Street and Sidewalk Cleaning,Mobile,9,5.903611111111111,Recorded
101004551699,2026-08-03T07:05:01.000,2026-08-03T14:37:32.000,Closed,Encampment,Phone,5,7.541944444444445,Recorded
101004551700,2026-08-03T07:05:17.000,2026-08-03T09:29:47.000,Closed,Parking Enforcement,Web,2,2.408333333333333,Recorded
101004551701,2026-08-03T07:05:14.000,2026-08-03T07:56:30.000,Closed,Street and Sidewalk Cleaning,Mobile,4,0.8544444444444445,Recorded
101004551702,2026-08-03T07:05:40.000,2026-08-04T10:23:24.000,Closed,Street and Sidewalk Cleaning,Mobile,6,27.295555555555556,Recorded
101004551708,2026-08-03T07:07:51.000,2026-08-03T07:39:31.000,Closed,Street and Sidewalk Cleaning,Web,10,0.5277777777777778,Recorded
101004551709,2026-08-03T07:07:51.000,2026-08-04T09:09:49.000,Closed,Street and Sidewalk Cleaning,Web,10,26.032777777777778,Recorded
101004551711,2026-08-03T07:08:25.000,2026-08-04T06:31:10.000,Closed,Noise,Phone,3,23.379166666666666,Recorded
101004551712,2026-08-03T07:08:19.000,2026-08-06T12:18:02.000,Closed,Parking Enforcement,Mobile,1,77.16194444444444,Recorded
101004551714,2026-08-03T07:08:52.000,2026-08-03T09:05:34.000,Closed,Street and Sidewalk Cleaning,Web,9,1.945,Recorded
101004551715,2026-08-03T07:08:52.000,2026-08-03T09:14:00.000,Closed,Street and Sidewalk Cleaning,Web,5,2.0855555555555556,Recorded
101004551716,2026-08-03T07:08:52.000,2026-08-05T11:13:55.000,Closed,Sewer,Web,3,52.08416666666667,Recorded
101004551717,2026-08-03T07:09:17.000,2026-08-04T06:31:10.000,Closed,Noise,Mobile,6,23.364722222222223,Recorded
101004551718,2026-08-03T07:09:38.000,2026-08-03T09:43:53.000,Closed,General Request,Web,4,2.5708333333333333,Recorded
101004551723,2026-08-03T07:11:17.000,2026-08-04T10:14:30.000,Closed,Street and Sidewalk Cleaning,Mobile,6,27.05361111111111,Recorded
101004551724,2026-08-03T07:11:39.000,2026-08-03T08:01:55.000,Closed,Street and Sidewalk Cleaning,Integrated Agency,8,0.8377777777777777,Recorded
101004551725,2026-08-03T07:11:51.000,2026-08-04T07:51:41.000,Closed,Street and Sidewalk Cleaning,Web,9,24.663888888888888,Recorded
101004551726,2026-08-03T07:11:51.000,2026-08-03T13:19:02.000,Closed,RPD General,Web,9,6.119722222222222,Recorded
101004551727,2026-08-03T07:12:12.000,2026-08-03T16:33:27.000,Closed,Encampment,Integrated Agency,6,9.354166666666666,Recorded
101004551729,2026-08-03T07:12:52.000,2026-08-03T13:39:00.000,Closed,Parking Enforcement,Web,9,6.435555555555555,Recorded
101004551732,2026-08-03T07:13:30.000,2026-08-03T08:48:47.000,Closed,Street and Sidewalk Cleaning,Mobile,8,1.5880555555555556,Recorded
101004551734,2026-08-03T07:13:52.000,2026-08-03T09:47:26.000,Closed,Street and Sidewalk Cleaning,Mobile,3,2.5594444444444444,Recorded
101004551736,2026-08-03T07:14:52.000,2026-08-03T13:19:10.000,Closed,RPD General,Web,9,6.071666666666666,Recorded
101004551737,2026-08-03T07:14:53.000,2026-08-03T12:37:31.000,Closed,Street and Sidewalk Cleaning,Web,9,5.377222222222223,Recorded
101004551738,2026-08-03T07:14:58.000,2026-08-03T09:37:39.000,Closed,Litter Receptacle Maintenance,Mobile,8,2.3780555555555556,Recorded
101004551739,2026-08-03T07:15:33.000,2026-08-03T07:18:01.000,Closed,Encampment,Mobile,6,0.04111111111111111,Recorded
101004551747,2026-08-03T07:17:10.000,2026-08-03T08:41:32.000,Closed,Street and Sidewalk Cleaning,Mobile,10,1.406111111111111,Recorded
101004551754,2026-08-03T07:18:15.000,2026-08-03T09:53:07.000,Closed,Street and Sidewalk Cleaning,Mobile,3,2.581111111111111,Recorded
101004551755,2026-08-03T07:18:18.000,2026-08-03T09:16:57.000,Closed,Street and Sidewalk Cleaning,Mobile,10,1.9775,Recorded
