case_id,date_opened,case_status,last_action_date,date_closed,case_request,city,state,latitude,longitude
489288,2025-05-05T00:00:00.000,Closed,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.876608,-122.2689105
489302,2025-05-05T00:00:00.000,Closed,2025-08-08T00:00:00.000,2025-08-08T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.862478,-122.26662
490313,2025-05-10T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.879116895514152,-122.27140401777994
490596,2025-05-13T00:00:00.000,Closed,2025-12-23T00:00:00.000,2025-12-23T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.868888673673915,-122.27259507745438
490744,2025-05-13T00:00:00.000,Closed,2025-12-16T00:00:00.000,2025-12-16T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.868962855895461,-122.27229520128968
490763,2025-05-13T00:00:00.000,Closed,2025-12-29T00:00:00.000,2025-12-29T00:00:00.000,Overgrown Vegetation/Turf,Berkeley,CA,37.868778,-122.2727175
491051,2025-05-14T00:00:00.000,Closed,2025-12-23T00:00:00.000,2025-12-23T00:00:00.000,Litter Pickup - Parks,Berkeley,CA,37.873305,-122.273208
491218,2025-05-15T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-05-15T00:00:00.000,Direct Line General - 311,Berkeley,CA,37.868976,-122.2542675
491290,2025-05-15T00:00:00.000,Closed,2025-08-06T00:00:00.000,2025-08-06T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.87033326827671,-122.27062468853785
491542,2025-05-16T00:00:00.000,Closed,2025-11-04T00:00:00.000,2025-11-04T00:00:00.000,Porta Potties - Parks,Berkeley,CA,37.868778,-122.2727175
491544,2025-05-16T00:00:00.000,Closed,2025-12-29T00:00:00.000,2025-12-29T00:00:00.000,Pressure Washing,Berkeley,CA,37.868778,-122.2727175
491826,2025-05-20T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Broken Branch or Tree,Berkeley,CA,37.866123,-122.251806
492385,2025-05-22T00:00:00.000,Closed,2025-12-29T00:00:00.000,2025-12-29T00:00:00.000,Litter Pickup - Parks,Berkeley,CA,37.868959928696334,-122.27250812010128
492484,2025-05-22T00:00:00.000,Closed,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,Miscellaneous,Berkeley,CA,37.8622389,-122.2648749
492558,2025-05-22T00:00:00.000,Closed,2025-09-15T00:00:00.000,2025-09-15T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.880289884058925,-122.26144457557565
492559,2025-05-22T00:00:00.000,Closed,2025-08-20T00:00:00.000,2025-08-20T00:00:00.000,Pedestrian Signals Repair,Berkeley,CA,37.875839982983521,-122.27374403547726
492701,2025-05-23T00:00:00.000,On Hold,2025-11-04T00:00:00.000,,Mattress Program,Berkeley,CA,37.873989,-122.269977
492808,2025-05-24T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.883338219453137,-122.27258365381471
492952,2025-05-27T00:00:00.000,Closed,2026-01-27T00:00:00.000,2026-01-27T00:00:00.000,Tree Planting,Berkeley,CA,37.862082,-122.250321
493119,2025-05-27T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.864593,-122.2555095
493457,2025-05-28T00:00:00.000,Closed,2025-10-23T00:00:00.000,2025-10-23T00:00:00.000,Plumbing,Berkeley,CA,37.873305,-122.273208
493574,2025-05-29T00:00:00.000,Closed,2025-11-03T00:00:00.000,2025-11-03T00:00:00.000,Irrigation System,Berkeley,CA,37.883943439683669,-122.26958529487399
494504,2025-06-03T00:00:00.000,Closed,2025-12-10T00:00:00.000,2025-12-10T00:00:00.000,Curb Repainting,Berkeley,CA,37.878291,-122.2716195
494664,2025-06-04T00:00:00.000,Open,2025-09-08T00:00:00.000,,Miscellaneous - Engineering,Berkeley,CA,37.862019,-122.2571205
494685,2025-06-04T00:00:00.000,Closed,2025-12-29T00:00:00.000,2025-12-29T00:00:00.000,Fixtures,Berkeley,CA,37.87011836675,-122.269969512224
494821,2025-06-05T00:00:00.000,Closed,2025-09-18T00:00:00.000,2025-09-18T00:00:00.000,Sewer Maintenance,Berkeley,CA,37.870083,-122.2718535
495069,2025-06-06T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Facilities Electrical,Berkeley,CA,37.870056,-122.2732215
495776,2025-06-10T00:00:00.000,Closed,2025-08-04T00:00:00.000,2025-08-04T00:00:00.000,Potholes,Berkeley,CA,37.874515451847053,-122.25593263077704
497894,2025-06-18T00:00:00.000,Closed,2025-12-02T00:00:00.000,2025-12-02T00:00:00.000,Tree Pruning,Berkeley,CA,37.878777,-122.264928
498345,2025-06-20T00:00:00.000,Closed,2026-01-15T00:00:00.000,2026-01-15T00:00:00.000,Unknown Water,Berkeley,CA,37.863060191477636,-122.27192017101999
498367,2025-06-21T00:00:00.000,Closed,2025-10-08T00:00:00.000,2025-10-08T00:00:00.000,Parking Enforcement - Request for Enforcement,Berkeley,CA,37.878714,-122.272992
498373,2025-06-21T00:00:00.000,Closed,2025-10-08T00:00:00.000,2025-10-08T00:00:00.000,Living or Sleeping in Abandoned Vehicle,Berkeley,CA,37.872963,-122.273865
498454,2025-06-23T00:00:00.000,Closed,2026-01-13T00:00:00.000,2026-01-13T00:00:00.000,Facilities Electrical,Berkeley,CA,37.870056,-122.2732215
498870,2025-06-24T00:00:00.000,Closed,2026-03-06T00:00:00.000,2026-03-06T00:00:00.000,Median Vegetation Maintenance,Berkeley,CA,37.874852374563069,-122.26871152118189
499353,2025-06-26T00:00:00.000,Closed,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.876603398112515,-122.26881072082347
499388,2025-06-27T00:00:00.000,Closed,2026-03-13T00:00:00.000,2025-08-07T00:00:00.000,Potholes,Berkeley,CA,37.881017798663855,-122.26916408529355
499600,2025-06-28T00:00:00.000,Closed,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Restroom Cleaning,Berkeley,CA,37.865154582922,-122.267518594121
499603,2025-06-28T00:00:00.000,Closed,2026-04-27T00:00:00.000,2026-04-27T00:00:00.000,Restroom Cleaning,Berkeley,CA,37.877280354923,-122.260593544069
499650,2025-06-28T00:00:00.000,Closed,2025-08-07T00:00:00.000,2025-08-07T00:00:00.000,Sign Repair and Reinstallation,Berkeley,CA,37.88203315998593,-122.26950779119336
500362,2025-07-02T00:00:00.000,Closed,2026-03-06T00:00:00.000,2026-03-06T00:00:00.000,Graffiti Abatement - Parks,Berkeley,CA,37.869061340887789,-122.24921745065754
500519,2025-07-03T00:00:00.000,Open,2025-08-05T00:00:00.000,,Miscellaneous - Engineering,Berkeley,CA,37.878633,-122.2608825
500543,2025-07-03T00:00:00.000,Closed,2025-08-07T00:00:00.000,2025-08-07T00:00:00.000,Potholes,Berkeley,CA,37.873305,-122.273208
500698,2025-07-07T00:00:00.000,Closed,2026-01-27T00:00:00.000,2026-01-27T00:00:00.000,Tree Planting,Berkeley,CA,37.880082,-122.263191
500705,2025-07-07T00:00:00.000,Closed,2026-01-07T00:00:00.000,2026-01-07T00:00:00.000,Tree Pruning,Berkeley,CA,37.871892,-122.26869
500794,2025-07-07T00:00:00.000,Closed,2025-08-05T00:00:00.000,2025-08-05T00:00:00.000,Potholes,Berkeley,CA,37.883075824537507,-122.26168466319466
500833,2025-07-07T00:00:00.000,Open,2026-06-01T00:00:00.000,,Street Striping/Marking (Refresh),Berkeley,CA,37.869597,-122.2523055
501151,2025-07-08T00:00:00.000,Closed,2025-09-20T00:00:00.000,2025-09-20T00:00:00.000,Pressure Washing,Berkeley,CA,37.86921638509758,-122.27107381167411
501177,2025-07-09T00:00:00.000,Closed,2025-08-04T00:00:00.000,2025-08-04T00:00:00.000,Tree Removal,Berkeley,CA,37.871469,-122.2659855
501295,2025-07-09T00:00:00.000,Closed,2025-08-29T00:00:00.000,2025-08-29T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.8633561895536,-122.26505986206345
501566,2025-07-10T00:00:00.000,Closed,2025-11-25T00:00:00.000,2025-11-25T00:00:00.000,Pathways - PR&W Facilities,Berkeley,CA,37.877280354923,-122.260593544069
501806,2025-07-13T00:00:00.000,Closed,2026-01-15T00:00:00.000,2026-01-15T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.873666564370325,-122.27076031789551
501852,2025-07-14T00:00:00.000,Closed,2025-09-23T00:00:00.000,2025-09-23T00:00:00.000,Graffiti Abatement - Traffic Maintenance,Berkeley,CA,37.878561,-122.2680105
501865,2025-07-14T00:00:00.000,Closed,2025-08-07T00:00:00.000,2025-08-07T00:00:00.000,Potholes,Berkeley,CA,37.870574948698895,-122.2526673315388
501927,2025-07-14T00:00:00.000,Closed,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.881882,-122.2707195
501936,2025-07-14T00:00:00.000,Closed,2025-09-09T00:00:00.000,2025-09-09T00:00:00.000,Street Lights - Repair,Berkeley,CA,37.88298,-122.2561395
502302,2025-07-16T00:00:00.000,Closed,2025-08-21T00:00:00.000,2025-08-21T00:00:00.000,Parking Meter Repair,Berkeley,CA,37.867880929959,-122.258928330568
502304,2025-07-16T00:00:00.000,Closed,2025-08-01T00:00:00.000,2025-08-01T00:00:00.000,Miscellaneous,Berkeley,CA,37.875429,-122.2595955
502309,2025-07-16T00:00:00.000,Closed,2025-08-01T00:00:00.000,2025-08-01T00:00:00.000,Miscellaneous,Berkeley,CA,37.875429,-122.2595955
502472,2025-07-16T00:00:00.000,Closed,2025-08-14T00:00:00.000,2025-08-14T00:00:00.000,Direct Line General - 311,Berkeley,CA,37.882233,-122.250303
502974,2025-07-21T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Mattress Program,Berkeley,CA,37.864638,-122.2713945
503014,2025-07-21T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Mattress Program,Berkeley,CA,37.876806,-122.2727625
503059,2025-07-21T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.87902,-122.2645545
503122,2025-07-21T00:00:00.000,Closed,2025-10-01T00:00:00.000,2025-10-01T00:00:00.000,Miscellaneous - Transportation,Berkeley,CA,37.868073254801,-122.263804495549
503125,2025-07-21T00:00:00.000,Closed,2025-08-20T00:00:00.000,2025-08-20T00:00:00.000,Parking Meter Repair,Berkeley,CA,37.865358,-122.268015
503192,2025-07-22T00:00:00.000,Closed,2025-07-31T00:00:00.000,2025-07-31T00:00:00.000,Tree Removal,Berkeley,CA,37.875816,-122.272992
503256,2025-07-22T00:00:00.000,Closed,2025-08-07T00:00:00.000,2025-08-07T00:00:00.000,Tree Pruning,Berkeley,CA,37.867977,-122.2730415
503324,2025-07-22T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.864377,-122.2547265
503409,2025-07-22T00:00:00.000,Closed,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,Signage or Pavement Marking,Berkeley,CA,37.881899136011448,-122.2707137838006
503594,2025-07-23T00:00:00.000,In Progress,2025-07-30T00:00:00.000,,Encampment Complaint,Berkeley,CA,37.869216601508,-122.269258848088
503641,2025-07-23T00:00:00.000,Closed,2025-07-30T00:00:00.000,2025-07-30T00:00:00.000,Tree Pruning,Berkeley,CA,37.862388,-122.252616
503668,2025-07-24T00:00:00.000,Closed,2025-07-26T00:00:00.000,2025-07-26T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.866096,-122.252472
503722,2025-07-24T00:00:00.000,Closed,2025-08-20T00:00:00.000,2025-08-20T00:00:00.000,Parking Meter Repair,Berkeley,CA,37.868004,-122.267385
503843,2025-07-24T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877742,-122.2591005
503850,2025-07-25T00:00:00.000,Closed,2025-07-30T00:00:00.000,2025-07-30T00:00:00.000,Sewer Maintenance,Berkeley,CA,37.867626,-122.2586685
503876,2025-07-25T00:00:00.000,Closed,2025-07-26T00:00:00.000,2025-07-26T00:00:00.000,Graffiti Abatement - Streets and Utilities,Berkeley,CA,37.880514,-122.267079
503880,2025-07-25T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.863052700621,-122.259906819312
503885,2025-07-25T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Pressure Washing,Berkeley,CA,37.867212,-122.2686945
503913,2025-07-25T00:00:00.000,Closed,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,Pressure Washing,Berkeley,CA,37.869462,-122.2709625
503957,2025-07-25T00:00:00.000,Closed,2025-07-26T00:00:00.000,2025-07-26T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.879135344127469,-122.27166952133015
504002,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.874448,-122.2735815
504006,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877455408474994,-122.27038543640234
504007,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877303220971079,-122.27108733838
504008,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877303220971079,-122.27108733838
504009,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877197239394036,-122.27154083594743
504010,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877197239394036,-122.27154083594743
504011,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.877020817559071,-122.2714776307165
504012,2025-07-26T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping,Berkeley,CA,37.877020817559071,-122.2714776307165
504022,2025-07-26T00:00:00.000,In Progress,2025-07-28T00:00:00.000,,Median Vegetation Maintenance,Berkeley,CA,37.878417,-122.2691175
504036,2025-07-27T00:00:00.000,Closed,2025-07-29T00:00:00.000,2025-07-29T00:00:00.000,Pressure Washing,Berkeley,CA,37.871109,-122.273928
504052,2025-07-28T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Illegal Dumping - City Property,Berkeley,CA,37.864494,-122.2612335
504053,2025-07-28T00:00:00.000,In Progress,2025-07-28T00:00:00.000,,TNC AR10.2,Berkeley,CA,37.869669,-122.2731495
504060,2025-07-28T00:00:00.000,Closed,2025-07-28T00:00:00.000,2025-07-28T00:00:00.000,Abandoned Vehicle - Ready for PD (Parking Enforcement),Berkeley,CA,37.867491,-122.2729335
