"case_id","date_opened","case_status","last_action_date","date_closed","case_request","city","state","latitude","longitude"
"494685","2025-06-04T00:00:00.000","Closed","2025-12-29T00:00:00.000","2025-12-29T00:00:00.000","Fixtures","Berkeley","CA","37.87011836675","-122.269969512224"
"497894","2025-06-18T00:00:00.000","Closed","2025-12-02T00:00:00.000","2025-12-02T00:00:00.000","Tree Pruning","Berkeley","CA","37.878777","-122.264928"
"498345","2025-06-20T00:00:00.000","Closed","2026-01-15T00:00:00.000","2026-01-15T00:00:00.000","Unknown Water","Berkeley","CA","37.863060191477636","-122.27192017101999"
"498367","2025-06-21T00:00:00.000","Closed","2025-10-08T00:00:00.000","2025-10-08T00:00:00.000","Parking Enforcement - Request for Enforcement","Berkeley","CA","37.878714","-122.272992"
"498373","2025-06-21T00:00:00.000","Closed","2025-10-08T00:00:00.000","2025-10-08T00:00:00.000","Living or Sleeping in Abandoned Vehicle","Berkeley","CA","37.872963","-122.273865"
"498454","2025-06-23T00:00:00.000","Closed","2026-01-13T00:00:00.000","2026-01-13T00:00:00.000","Facilities Electrical","Berkeley","CA","37.870056","-122.2732215"
"498870","2025-06-24T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Median Vegetation Maintenance","Berkeley","CA","37.874852374563069","-122.26871152118189"
"499388","2025-06-27T00:00:00.000","Closed","2026-03-13T00:00:00.000","2025-08-07T00:00:00.000","Potholes","Berkeley","CA","37.881017798663855","-122.26916408529355"
"499600","2025-06-28T00:00:00.000","Closed","2026-04-27T00:00:00.000","2026-04-27T00:00:00.000","Restroom Cleaning","Berkeley","CA","37.865154582922","-122.267518594121"
"499603","2025-06-28T00:00:00.000","Closed","2026-04-27T00:00:00.000","2026-04-27T00:00:00.000","Restroom Cleaning","Berkeley","CA","37.877280354923","-122.260593544069"
"500362","2025-07-02T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Graffiti Abatement - Parks","Berkeley","CA","37.869061340887789","-122.24921745065754"
"500698","2025-07-07T00:00:00.000","Closed","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000","Tree Planting","Berkeley","CA","37.880082","-122.263191"
"500705","2025-07-07T00:00:00.000","Closed","2026-01-07T00:00:00.000","2026-01-07T00:00:00.000","Tree Pruning","Berkeley","CA","37.871892","-122.26869"
"500833","2025-07-07T00:00:00.000","Open","2026-06-01T00:00:00.000",,"Street Striping/Marking (Refresh)","Berkeley","CA","37.869597","-122.2523055"
"501151","2025-07-08T00:00:00.000","Closed","2025-09-20T00:00:00.000","2025-09-20T00:00:00.000","Pressure Washing","Berkeley","CA","37.86921638509758","-122.27107381167411"
"501566","2025-07-10T00:00:00.000","Closed","2025-11-25T00:00:00.000","2025-11-25T00:00:00.000","Pathways - PR&W Facilities","Berkeley","CA","37.877280354923","-122.260593544069"
"501806","2025-07-13T00:00:00.000","Closed","2026-01-15T00:00:00.000","2026-01-15T00:00:00.000","Miscellaneous - Transportation","Berkeley","CA","37.873666564370325","-122.27076031789551"
"501852","2025-07-14T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Graffiti Abatement - Traffic Maintenance","Berkeley","CA","37.878561","-122.2680105"
"503122","2025-07-21T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Miscellaneous - Transportation","Berkeley","CA","37.868073254801","-122.263804495549"
"504141","2025-07-28T00:00:00.000","Closed","2026-09-01T00:00:00.000","2026-09-01T00:00:00.000","Sewer Maintenance","Berkeley","CA","37.879812","-122.257755"
"504192","2025-07-28T00:00:00.000","Closed","2025-10-30T00:00:00.000","2025-10-30T00:00:00.000","Tree Pruning","Berkeley","CA","37.878219","-122.2621155"
"504419","2025-07-29T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Graffiti Abatement - Parks","Berkeley","CA","37.869028521524115","-122.24920269850793"
"504473","2025-07-29T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Sign Repair and Reinstallation","Berkeley","CA","37.866155578928556","-122.24734544347464"
"504516","2025-07-30T00:00:00.000","Closed","2026-09-09T00:00:00.000","2026-09-09T00:00:00.000","Tree Pruning","Berkeley","CA","37.865142","-122.2654545"
"504564","2025-07-30T00:00:00.000","Closed","2026-03-28T00:00:00.000","2026-03-28T00:00:00.000","TNC AR10.2","Berkeley","CA","37.866618","-122.2610985"
"504766","2025-07-31T00:00:00.000","Closed","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000","Tree Planting","Berkeley","CA","37.863738","-122.2555005"
"504881","2025-08-01T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Sign Repair and Reinstallation","Berkeley","CA","37.865509239344107","-122.25631851683212"
"505146","2025-08-04T00:00:00.000","Closed","2026-01-20T00:00:00.000","2026-01-20T00:00:00.000","Tree Planting","Berkeley","CA","37.862595","-122.2527915"
"505153","2025-08-04T00:00:00.000","Closed","2025-10-27T00:00:00.000","2025-10-27T00:00:00.000","Tree Removal","Berkeley","CA","37.880172","-122.2644285"
"505221","2025-08-04T00:00:00.000","Closed","2026-01-26T00:00:00.000","2026-01-26T00:00:00.000","Tree Removal","Berkeley","CA","37.863828","-122.272551"
"506079","2025-08-08T00:00:00.000","Closed","2025-10-30T00:00:00.000","2025-10-30T00:00:00.000","Tree Pruning","Berkeley","CA","37.877229","-122.269311"
"506434","2025-08-11T00:00:00.000","Closed","2026-01-07T00:00:00.000","2026-01-07T00:00:00.000","Tree Pruning","Berkeley","CA","37.871983678825","-122.268478708851"
"506778","2025-08-12T00:00:00.000","Closed","2026-01-16T00:00:00.000","2026-01-16T00:00:00.000","Tree Removal","Berkeley","CA","37.881432","-122.2597215"
"506789","2025-08-12T00:00:00.000","Open","2025-11-21T00:00:00.000",,"Bus Bench Repair","Berkeley","CA","37.862391168165416","-122.24747725131228"
"507417","2025-08-15T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Overgrown Vegetation/Turf","Berkeley","CA","37.883403","-122.2576965"
"508355","2025-08-21T00:00:00.000","Closed","2026-01-26T00:00:00.000","2026-01-26T00:00:00.000","Tree Pruning","Berkeley","CA","37.86858","-122.273334"
"508418","2025-08-21T00:00:00.000","Closed","2025-10-15T00:00:00.000","2025-10-15T00:00:00.000","Miscellaneous - Transportation","Berkeley","CA","37.865421","-122.253318"
"508758","2025-08-22T00:00:00.000","Closed","2025-09-20T00:00:00.000","2025-09-20T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.864575","-122.2679655"
"509314","2025-08-26T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Graffiti Abatement - Traffic Maintenance","Berkeley","CA","37.862422196867833","-122.25000578910114"
"509315","2025-08-26T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Graffiti Abatement - Traffic Maintenance","Berkeley","CA","37.863925125861634","-122.25015766918658"
"509316","2025-08-26T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Graffiti Abatement - Traffic Maintenance","Berkeley","CA","37.8789357932414","-122.26566050201656"
"509507","2025-08-28T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Litter Pickup - Parks","Berkeley","CA","37.865154582922","-122.267518594121"
"509595","2025-08-28T00:00:00.000","Closed","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000","Parking Meter Repair","Berkeley","CA","37.87354578549","-122.268481048386"
"509694","2025-08-28T00:00:00.000","Closed","2026-03-06T00:00:00.000","2026-03-06T00:00:00.000","Graffiti Abatement - Parks","Berkeley","CA","37.869055253162323","-122.24918452948209"
"509993","2025-08-30T00:00:00.000","Closed","2026-08-06T00:00:00.000","2026-08-06T00:00:00.000","New Traffic Signal Request","Berkeley","CA","37.876608","-122.2689105"
"510229","2025-09-02T00:00:00.000","Closed","2025-10-08T00:00:00.000","2025-10-08T00:00:00.000","Unknown Water","Berkeley","CA","37.862388","-122.255847"
"510271","2025-09-02T00:00:00.000","Closed","2025-12-29T00:00:00.000","2025-12-29T00:00:00.000","Vegetation Violation Notice","Berkeley","CA","37.863369","-122.2576335"
"510361","2025-09-02T00:00:00.000","Closed","2025-10-27T00:00:00.000","2025-10-27T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.863774","-122.254722"
"510496","2025-09-03T00:00:00.000","Closed","2026-04-26T00:00:00.000","2026-04-26T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.877742","-122.2591005"
"510498","2025-09-03T00:00:00.000","Closed","2025-09-30T00:00:00.000","2025-09-30T00:00:00.000","Sign Repair and Reinstallation","Berkeley","CA","37.87758","-122.2609275"
"510519","2025-09-03T00:00:00.000","Closed","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000","Tree Planting","Berkeley","CA","37.864071","-122.256018"
"510620","2025-09-04T00:00:00.000","Closed","2025-10-29T00:00:00.000","2025-10-29T00:00:00.000","Tree Removal","Berkeley","CA","37.882458","-122.2608105"
"510621","2025-09-04T00:00:00.000","Closed","2025-11-05T00:00:00.000","2025-11-05T00:00:00.000","Street Lights - Repair","Berkeley","CA","37.868139","-122.2637445"
"510623","2025-09-04T00:00:00.000","Closed","2026-02-11T00:00:00.000","2026-02-11T00:00:00.000","Tree Removal","Berkeley","CA","37.877426940473","-122.264117330989"
"510833","2025-09-04T00:00:00.000","Closed","2026-09-09T00:00:00.000","2026-09-09T00:00:00.000","Miscellaneous - Transportation","Berkeley","CA","37.881882","-122.2707195"
"511228","2025-09-07T00:00:00.000","Closed","2025-11-10T00:00:00.000","2025-11-10T00:00:00.000","Litter Pickup - Parks","Berkeley","CA","37.869216601508","-122.269258848088"
"511271","2025-09-08T00:00:00.000","Closed","2026-03-20T00:00:00.000","2026-03-20T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.867943377368","-122.258453351789"
"511274","2025-09-08T00:00:00.000","Closed","2026-03-20T00:00:00.000","2026-03-20T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.882359","-122.265882"
"511964","2025-09-10T00:00:00.000","Closed","2026-01-27T00:00:00.000","2026-01-27T00:00:00.000","Tree Planting","Berkeley","CA","37.883799548374","-122.270488785815"
"512262","2025-09-11T00:00:00.000","Closed","2025-10-07T00:00:00.000","2025-10-07T00:00:00.000","Tree Health Concerns - Insects and Disease","Berkeley","CA","37.864781016508","-122.26312888574"
"512267","2025-09-11T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Tree Pruning","Berkeley","CA","37.883664","-122.256045"
"512320","2025-09-11T00:00:00.000","In Progress","2025-12-03T00:00:00.000",,"Miscellaneous - Transportation","Berkeley","CA","37.88317943370442","-122.24689996449587"
"512444","2025-09-12T00:00:00.000","Closed","2025-09-25T00:00:00.000","2025-09-25T00:00:00.000","Tree Pruning","Berkeley","CA","37.879551939088","-122.26918572174"
"512448","2025-09-12T00:00:00.000","Closed","2026-01-02T00:00:00.000","2026-01-02T00:00:00.000","Tree Pruning","Berkeley","CA","37.874916","-122.272776"
"512455","2025-09-12T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Litter Pickup - Parks","Berkeley","CA","37.86777","-122.252049"
"512593","2025-09-12T00:00:00.000","Closed","2026-02-11T00:00:00.000","2026-02-11T00:00:00.000","Tree Health Concerns - Insects and Disease","Berkeley","CA","37.866519","-122.2492905"
"512602","2025-09-12T00:00:00.000","Closed","2025-09-26T00:00:00.000","2025-09-26T00:00:00.000","Sewer Maintenance","Berkeley","CA","37.865727","-122.2609095"
"512966","2025-09-15T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Storm Drain Problem/Maintenance","Berkeley","CA","37.869399","-122.2679475"
"512991","2025-09-16T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Forestry Miscellaneous","Berkeley","CA","37.874331","-122.2701885"
"513033","2025-09-16T00:00:00.000","Closed","2025-10-14T00:00:00.000","2025-10-14T00:00:00.000","Forestry Miscellaneous","Berkeley","CA","37.878462","-122.2712145"
"513139","2025-09-16T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Signage or Pavement Marking","Berkeley","CA","37.867793640588275","-122.26613383752579"
"513197","2025-09-17T00:00:00.000","Closed","2025-09-29T00:00:00.000","2025-09-29T00:00:00.000","Forestry Miscellaneous","Berkeley","CA","37.86543","-122.2507755"
"513252","2025-09-17T00:00:00.000","Closed","2025-09-30T00:00:00.000","2025-09-30T00:00:00.000","Tree Pruning","Berkeley","CA","37.879661011621","-122.258900231312"
"513290","2025-09-17T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Tree Pruning","Berkeley","CA","37.873404","-122.2688475"
"513319","2025-09-17T00:00:00.000","Closed","2025-09-29T00:00:00.000","2025-09-29T00:00:00.000","Parking Meter Repair","Berkeley","CA","37.87101295866492","-122.27019738311819"
"513340","2025-09-17T00:00:00.000","Closed","2025-10-17T00:00:00.000","2025-10-17T00:00:00.000","Tree Health Concerns - Insects and Disease","Berkeley","CA","37.883007","-122.246919"
"513389","2025-09-17T00:00:00.000","Closed","2025-10-03T00:00:00.000","2025-09-18T00:00:00.000","Miscellaneous","Berkeley","CA","37.863117","-122.2505505"
"513434","2025-09-18T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.868184","-122.2512435"
"513519","2025-09-18T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.87963853518194","-122.27214530880244"
"513543","2025-09-18T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.866852","-122.2641765"
"513551","2025-09-18T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.87245","-122.2660935"
"513572","2025-09-19T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.868346","-122.2670115"
"513575","2025-09-19T00:00:00.000","Closed","2025-10-12T00:00:00.000","2025-10-12T00:00:00.000","Pressure Washing","Berkeley","CA","37.862994452103194","-122.27192260416113"
"513602","2025-09-19T00:00:00.000","Closed","2025-12-08T00:00:00.000","2025-12-08T00:00:00.000","Street Lights - Repair","Berkeley","CA","37.866360155392506","-122.2560622883606"
"513685","2025-09-19T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Storm Drain Problem/Maintenance","Berkeley","CA","37.869399","-122.2679475"
"513691","2025-09-19T00:00:00.000","Closed","2025-09-19T00:00:00.000","2025-09-19T00:00:00.000","Parking Meter Repair","Berkeley","CA","37.880361","-122.2682175"
"513695","2025-09-19T00:00:00.000","In Progress","2025-10-23T00:00:00.000",,"TNC AR10.2","Berkeley","CA","37.864473028102","-122.26306609198"
"513703","2025-09-19T00:00:00.000","Closed","2025-09-20T00:00:00.000","2025-09-20T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.87229289916916","-122.27375712023296"
"513746","2025-09-19T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Unknown Water","Berkeley","CA","37.868886","-122.2668045"
"513753","2025-09-19T00:00:00.000","Closed","2025-09-20T00:00:00.000","2025-09-20T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.863306","-122.259357"
"513770","2025-09-20T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.870611428382027","-122.27328347670165"
"513804","2025-09-22T00:00:00.000","In Progress","2025-09-22T00:00:00.000",,"Elevator Services/Repair","Berkeley","CA","37.869462","-122.2709625"
"513809","2025-09-22T00:00:00.000","Closed","2025-09-29T00:00:00.000","2025-09-29T00:00:00.000","Graffiti Abatement - Streets and Utilities","Berkeley","CA","37.87016258507829","-122.24969380267503"
"513812","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.867339437071237","-122.25447715963421"
"513823","2025-09-22T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Pedestrian Signals Repair","Berkeley","CA","37.871559","-122.2730145"
"513829","2025-09-22T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Sewer Maintenance","Berkeley","CA","37.864755","-122.270508"
"513834","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Pressure Washing","Berkeley","CA","37.87195431203","-122.269508578926"
"513839","2025-09-22T00:00:00.000","Open","2025-09-22T00:00:00.000",,"TNC AR10.2","Berkeley","CA","37.864539","-122.2630065"
"513840","2025-09-22T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.863306","-122.259357"
"513844","2025-09-22T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Unknown Water","Berkeley","CA","37.868886","-122.2668045"
"513845","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Abandoned Vehicle - Ready for PD (Parking Enforcement)","Berkeley","CA","37.867635","-122.272947"
"513854","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.866456","-122.2644195"
"513856","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Pressure Washing","Berkeley","CA","37.866456","-122.2644195"
"513879","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.867743","-122.254029"
"513896","2025-09-22T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Sewer Maintenance","Berkeley","CA","37.866697731341","-122.267185313187"
"513906","2025-09-22T00:00:00.000","Closed","2025-09-22T00:00:00.000","2025-09-22T00:00:00.000","Abandoned Vehicle - Ready for PD (Parking Enforcement)","Berkeley","CA","37.867635","-122.272947"
"513925","2025-09-22T00:00:00.000","Closed","2025-09-25T00:00:00.000","2025-09-25T00:00:00.000","Mattress Program","Berkeley","CA","37.868328","-122.2730235"
"513945","2025-09-22T00:00:00.000","Closed","2025-09-25T00:00:00.000","2025-09-25T00:00:00.000","Mattress Program","Berkeley","CA","37.864584","-122.257377"
"513971","2025-09-22T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Pedestrian Signals Repair","Berkeley","CA","37.871559","-122.2730145"
"513986","2025-09-22T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.867780155862128","-122.25190080952002"
"514004","2025-09-22T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Sewer Maintenance","Berkeley","CA","37.871983678825","-122.268478708851"
"514049","2025-09-22T00:00:00.000","In Progress","2025-10-15T00:00:00.000",,"TNC AR10.2","Berkeley","CA","37.864539","-122.2630065"
"514071","2025-09-23T00:00:00.000","Closed","2026-02-09T00:00:00.000","2026-02-09T00:00:00.000","Tree Pruning","Berkeley","CA","37.880559","-122.260536"
"514073","2025-09-23T00:00:00.000","Closed","2025-10-03T00:00:00.000","2025-10-03T00:00:00.000","Tree Pruning","Berkeley","CA","37.862388","-122.252247"
"514122","2025-09-23T00:00:00.000","Closed","2025-09-23T00:00:00.000","2025-09-23T00:00:00.000","Missed Trash Pickup - Residential","Berkeley","CA","37.879425","-122.259465"
"514163","2025-09-23T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.864287","-122.2633035"
"514180","2025-09-23T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Pedestrian Signals Repair","Berkeley","CA","37.870344","-122.267781"
"514181","2025-09-23T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Pedestrian Signals Repair","Berkeley","CA","37.872234","-122.267826"
"514185","2025-09-23T00:00:00.000","Closed","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Pedestrian Signals Repair","Berkeley","CA","37.872234","-122.267826"
"514196","2025-09-23T00:00:00.000","Closed","2025-10-03T00:00:00.000","2025-10-03T00:00:00.000","Forestry Miscellaneous","Berkeley","CA","37.863405","-122.253858"
"514248","2025-09-23T00:00:00.000","In Progress","2025-09-23T00:00:00.000",,"Illegal Dumping - City Property","Berkeley","CA","37.865034","-122.271255"
"514263","2025-09-23T00:00:00.000","In Progress","2025-10-01T00:00:00.000","2025-10-01T00:00:00.000","Street Lights - Repair","Berkeley","CA","37.86669","-122.267691"
"514265","2025-09-23T00:00:00.000","Open","2025-09-24T00:00:00.000",,"Noise Complaint","Berkeley","CA","37.874771228444622","-122.2681546579297"
"514266","2025-09-24T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Miscellaneous","Berkeley","CA","37.864665","-122.259969"
"514327","2025-09-24T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.863261","-122.258709"
"514328","2025-09-24T00:00:00.000","Closed","2025-09-26T00:00:00.000","2025-09-26T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.882597081495426","-122.27321890549122"
"514329","2025-09-24T00:00:00.000","Closed","2025-09-24T00:00:00.000","2025-09-24T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.882539917742335","-122.27300290651527"
"514331","2025-09-24T00:00:00.000","Closed","2025-09-26T00:00:00.000","2025-09-26T00:00:00.000","Illegal Dumping - City Property","Berkeley","CA","37.882771415563205","-122.27289135773545"
